,Salary,DOJ,DOL,Designation,JobCity,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience
649,145000,2014-01-01,2015-04-01 00:00:00,qa analyst,Indore,m,1992-03-24,63.0,CBSE,2009,56.0,CBSE,2,B.Tech/B.E.,CS,69.4,2685,0,Madhya Pradesh,2013,430,545,545,0.911395278391328,-1,-1,500,-1,-1,-1,-1,0.2718,-0.1206,1.2396,0.2727,0.8637
650,380000,2014-01-01,2015-04-01 00:00:00,systems engineer,Unknown,m,1991-09-17,94.2,CBSE,2009,80.2,CBSE,1,B.Tech/B.E.,EC,75.45,35,1,Delhi,2013,605,575,665,0.824666400671332,-1,400,-1,-1,-1,-1,-1,-0.7335,-0.1206,0.6248,-0.1076,-0.4776
651,480000,2013-01-01,2015-04-01 00:00:00,automation engineer,Pune,m,1991-07-29,83.0,CISCE,2008,83.0,CISCE,2,B.Tech/B.E.,IT,75.4,568,0,Uttar Pradesh,2012,580,570,825,0.968237495890543,605,-1,-1,-1,-1,-1,-1,0.5591,0.2124,0.01,-0.1076,-0.2859
652,120000,2014-10-01,present,quality assurance tester,Unknown,m,1991-02-24,59.33,StateBoard,2008,72.77,StateBoard,2,MCA,CS,75.96,347,0,Uttar Pradesh,2014,545,630,500,0.842248322257836,465,-1,469,-1,-1,-1,-1,0.1282,0.0459,1.8543,-0.1076,0.4805
653,375000,2010-09-01,2012-10-01 00:00:00,systems engineer,Chennai,m,1987-05-06,79.0,CBSE,2005,66.0,CBSE,2,B.Tech/B.E.,IT,90.0,347,0,Uttar Pradesh,2010,535,445,525,0.600057182338341,435,-1,-1,-1,-1,-1,-1,-0.6749,0.0328,-0.3803,0.4442,-0.4139
654,445000,2011-08-01,present,senior software developer,Bangalore,m,1990-01-02,83.0,CBSE,2006,72.0,CBSE,2,B.Tech/B.E.,IT,68.0,448,1,Tamil Nadu,2011,445,575,585,0.952245572924303,585,-1,-1,-1,-1,-1,-1,-0.2628,1.2808,0.2366,0.1798,0.8183
655,500000,2012-09-01,present,senior software engineer,Coimbatore,f,1989-02-19,87.63,Matriculation Board,2006,79.83,StateBoard,2,MCA,CS,89.0,6503,0,Tamil Nadu,2012,430,525,425,0.901489571371033,545,-1,-1,-1,-1,-1,-1,-0.3027,-1.2861,0.01,2.1743,-1.4356
656,450000,2015-03-01,present,data scientist,Bangalore,m,1997-05-27,89.0,StateBoard,2010,95.4,StateBoard,2,B.Tech/B.E.,ME,69.0,13941,0,Goa,2014,700,495,510,-1.0,295,-1,-1,-1,-1,-1,-1,0.99,0.3789,0.6248,-0.8682,0.6721
657,325000,2014-02-01,present,systems engineer,Chandigarh,m,1992-01-15,76.6,CBSE,2009,73.8,CBSE,2,B.Tech/B.E.,CS,68.32,13210,0,Uttar Pradesh,2013,640,570,545,0.843123726665742,515,-1,-1,-1,-1,-1,-1,-0.0154,1.0449,0.1637,1.5404,-0.0943
658,520000,2011-02-01,present,quality associate,Bangalore,f,1989-05-27,84.6,Unknown,2006,81.0,Unknown,2,B.Tech/B.E.,EC,73.9,1294,0,Tamil Nadu,2010,435,525,475,0.824666400671332,345,400,-1,-1,-1,-1,-1,0.6646,0.0328,0.0914,0.0623,0.0284
659,330000,2013-08-01,present,product development engineer,Thane,m,1991-05-26,69.6,CBSE,2009,74.6,CBSE,2,B.Tech/B.E.,IT,70.85,1622,0,Madhya Pradesh,2013,545,580,720,0.901489571371033,545,-1,-1,-1,-1,-1,-1,0.1282,-0.6201,-0.1437,0.0192,-0.0943
660,95000,2013-06-01,2014-01-01 00:00:00,application developer,Bangalore,m,1989-05-12,79.6,StateBoard,2006,68.2,StateBoard,2,MCA,CS,65.0,6229,1,Telangana,2012,605,485,560,0.144789889482462,435,-1,284,-1,-1,-1,-1,-0.4463,0.5454,0.01,-0.8682,0.0973
661,160000,2011-03-01,2012-01-01 00:00:00,client services associate,Delhi,m,1987-10-15,70.0,CBSE,2006,60.0,CBSE,2,B.Tech/B.E.,IT,65.0,4948,1,Rajasthan,2010,495,515,495,0.450876584483451,395,-1,-1,-1,-1,-1,-1,-0.4173,0.1888,1.688,-0.0552,0.8183
662,240000,2009-06-01,2010-02-01 00:00:00,software engineer,Bangalore,m,1987-03-13,89.76,StateBoard,2005,77.3,StateBoard,2,B.Tech/B.E.,EC,63.77,78,0,Uttar Pradesh,2009,445,615,465,0.694479327708463,455,366,-1,-1,-1,-1,-1,0.51,1.2808,0.5269,-0.7603,0.3444
663,300000,2014-02-01,present,systems engineer,Pune,m,1991-08-18,84.14,StateBoard,2009,81.17,StateBoard,2,B.Tech/B.E.,EC,68.05,3496,0,Maharashtra,2013,580,615,545,-1.0,565,-1,-1,-1,-1,-1,-1,1.2772,0.7119,1.547,-0.995,0.4805
664,245000,2012-10-01,2015-02-01 00:00:00,manual tester,Noida,m,1990-08-07,76.0,StateBoard,2007,64.8,CBSE,2,B.Tech/B.E.,CS,65.0,378,0,Haryana,2011,425,445,485,0.488347976782714,405,-1,-1,-1,-1,-1,-1,-1.1901,-0.5913,-0.344,1.0024,-0.1295
665,240000,2014-06-01,2015-03-01 00:00:00,maintenance engineer,Unknown,m,1992-07-14,88.17,StateBoard,2010,81.12,StateBoard,2,B.Tech/B.E.,EL,64.61,8743,0,Maharashtra,2014,630,570,810,-1.0,-1,-1,-1,-1,-1,-1,-1,1.9953,1.3779,1.0859,-1.3753,1.0554
666,110000,2014-01-01,present,software developer,Kolkata,m,1991-11-06,59.6,CBSE,2008,60.0,CBSE,2,B.Tech/B.E.,CS,81.4,14381,1,West Bengal,2013,395,470,605,-1.0,-1,-1,-1,-1,-1,-1,-1,0.4155,-1.2861,-3.2176,-1.7556,-3.3518
667,450000,2014-02-01,present,business analyst,Unknown,f,1991-09-24,83.2,CBSE,2009,80.4,CBSE,1,B.Tech/B.E.,CS,73.8,8195,1,Delhi,2013,605,610,560,0.843123726665742,515,-1,-1,-1,-1,-1,-1,-1.308,1.0449,0.01,0.3995,-0.4776
668,440000,2013-10-01,present,software engineer,Unknown,f,1991-09-06,87.6,CBSE,2009,80.0,CBSE,1,B.Tech/B.E.,EC,76.0,285,0,Punjab,2013,870,535,680,0.994342113298401,485,-1,-1,-1,-1,526,-1,-1.7389,0.0459,-0.6048,1.9207,0.6721
669,480000,2013-11-01,2014-12-01 00:00:00,ios developer,Australia,m,1992-10-20,64.3,StateBoard,2009,66.4,StateBoard,2,B.Tech/B.E.,CS,76.56,7824,0,Uttar Pradesh,2013,580,480,405,0.622642915849938,535,-1,407,-1,-1,-1,-1,1.7081,-1.9521,-1.3733,-1.7556,-1.0524
670,160000,2010-02-01,2013-02-01 00:00:00,project engineer,Bangalore,f,1985-11-03,75.04,StateBoard,2003,62.16,StateBoard,2,MCA,CS,75.67,1872,0,Karnataka,2009,525,405,375,0.123016731640823,285,333,-1,-1,-1,-1,-1,0.3555,-0.7473,-0.1988,0.7673,-0.4455
671,360000,2011-09-01,present,software developer,Trivandrum,f,1989-04-10,89.0,CBSE,2007,84.0,CBSE,2,B.Tech/B.E.,CS,75.4,835,0,Kerala,2011,525,615,655,0.916869961103619,555,-1,-1,-1,-1,-1,-1,-0.1082,0.8128,0.3817,-1.1128,-0.6035
672,335000,2013-03-01,present,programmer analyst, Chennai,m,1987-10-29,82.9,Unknown,2005,91.5,Unknown,2,M.Tech./M.E.,EC,88.2,6609,1,Tamil Nadu,2012,505,605,445,0.124502074009537,-1,233,-1,-1,-1,-1,-1,-1.6538,0.5008,-0.9245,-0.29027,-0.7615
673,325000,2014-09-01,2015-05-01 00:00:00,systems engineer,Hyderabad,m,1992-09-09,88.0,CBSE,2010,89.0,CBSE,2,B.Tech/B.E.,CS,84.15,6953,0,West Bengal,2014,685,565,645,0.978799292641428,715,-1,561,-1,-1,-1,-1,1.7081,1.7109,0.7785,-1.7556,-0.4776
674,145000,2015-02-01,present,research analyst,Hyderabad,m,1989-02-11,69.0,StateBoard,2009,87.0,StateBoard,2,B.Tech/B.E.,ME,60.0,1428,1,Telangana,2013,310,400,455,0.130441735719574,-1,-1,-1,286,-1,-1,-1,-1.0208,-0.7866,-0.7585,1.6672,-3.735
675,220000,2014-04-01,2015-04-01 00:00:00,engineer,Bangalore,m,1991-11-11,72.5,StateBoard,2009,78.3,StateBoard,2,B.Tech/B.E.,EC,66.87,4562,0,Telangana,2013,395,435,355,-1.0,265,-1,-1,-1,-1,-1,-1,1.7081,1.3779,0.6248,-0.4879,0.4805
676,330000,2013-02-01,present,senior software engineer,Unknown,m,1987-08-27,73.5,StateBoard,2008,81.0,StateBoard,2,B.Tech/B.E.,EC,73.8,1906,1,West Bengal,2011,415,445,615,0.376059586651545,155,300,-1,-1,-1,286,-1,-1.1901,0.9688,0.3817,0.0623,0.8183
677,480000,2013-02-01,present,software engineer,Gurgaon,m,1990-08-30,73.67,StateBoard,2008,80.0,StateBoard,2,B.Tech/B.E.,IT,80.3,10176,0,Haryana,2012,605,645,810,0.98374996654107,635,-1,-1,-1,-1,-1,-1,1.7081,1.0449,0.6248,-2.0092,1.6302
678,200000,2014-11-01,2015-04-01 00:00:00,technical support specialist,Bangalore,f,1992-12-28,88.0,StateBoard,2010,67.68,StateBoard,2,B.Tech/B.E.,EC,75.0,15157,1,Karnataka,2014,605,590,430,0.338786347219528,-1,292,-1,-1,-1,516,-1,1.2772,-0.2871,-0.9122,1.1601,0.4805
679,200000,2013-09-01,2015-01-01 00:00:00,network engineer,Unknown,m,1990-09-09,70.2,CBSE,2008,63.4,CBSE,2,B.Tech/B.E.,EC,65.88,9738,0,Uttar Pradesh,2013,465,545,390,0.207392169717661,-1,260,-1,-1,-1,324,-1,1.2772,1.0449,1.7007,0.5262,0.6721
680,380000,2013-03-01,present,project engineer,Hyderabad,m,1989-06-16,74.4,StateBoard,2006,78.2,StateBoard,2,M.Tech./M.E.,CS,78.2,6638,0,Andhra Pradesh,2012,595,365,305,0.563267823666597,425,-1,-1,-1,-1,-1,-1,0.3555,-0.9033,-0.344,-0.05527,-0.643
681,645000,2011-09-01,present,android developer,Lucknow,m,1988-09-15,73.5,StateBoard,2005,70.6,StateBoard,2,B.Tech/B.E.,CS,68.95,893,0,Uttar Pradesh,2011,485,375,585,0.819416529835888,505,-1,-1,-1,-1,-1,-1,0.9737,-0.5913,-0.0537,0.1798,0.0284
682,200000,2014-09-01,present,junior engineer,Bangalore,m,1990-08-01,81.6,StateBoard,2008,57.8,StateBoard,2,B.Tech/B.E.,EC,65.3,1436,0,Karnataka,2012,465,334,485,0.0587928000083534,-1,200,-1,-1,-1,-1,-1,-2.272,-0.5523,-1.9042,1.0024,-0.7615
683,270000,2013-11-01,present,asp.net developer,Unknown,m,1991-02-08,72.0,CBSE,2008,57.0,CBSE,2,B.Tech/B.E.,IT,66.24,272,0,Punjab,2012,415,495,475,0.10487135986097,275,-1,-1,-1,-1,-1,-1,-0.1082,-0.5523,-0.598,-0.6428,-0.9194
684,160000,2013-01-01,2015-02-01 00:00:00,business analyst,Noida,m,1991-08-02,83.0,CBSE,2008,63.0,CBSE,2,B.Tech/B.E.,IT,66.0,8451,0,Haryana,2013,450,495,515,0.23780283983757,375,-1,315,-1,-1,-1,-1,0.1282,-0.2871,0.3174,-1.8824,0.0973
685,530000,2010-07-01,present,sr. engineer,Cheyyar,f,1988-12-01,77.7,Matriculation Board,2006,85.3,StateBoard,2,B.Tech/B.E.,IT,83.9,449,1,Tamil Nadu,2010,464,435,554,0.700826161753383,464,-1,-1,-1,-1,-1,-1,-1.3447,-1.2153,-0.6343,-0.2902,-1.0774
686,310000,2012-06-01,present,test engineer,Noida,m,1990-09-18,68.0,CISCE,2008,70.16,CISCE,2,B.Tech/B.E.,CS,65.06,75,0,Uttar Pradesh,2012,485,495,435,0.901489571371033,545,-1,-1,-1,-1,-1,-1,-0.880999999999999,-0.1232,-1.0697,0.3561,-0.7615
687,300000,2011-08-01,2014-01-01 00:00:00,java software engineer,Bangalore,m,1988-05-29,80.0,CBSE,2006,70.0,CBSE,1,B.Tech/B.E.,CS,59.0,285,0,Punjab,2011,585,645,575,0.942116551485008,575,-1,-1,-1,-1,-1,-1,-1.4992,0.1888,-0.7794,0.4148,0.0284
688,300000,2014-01-01,2015-04-01 00:00:00,software engineer,Mumbai ,f,1991-10-16,87.69,StateBoard,2009,83.67,StateBoard,2,B.Tech/B.E.,EC,65.58,1474,1,Maharashtra,2013,535,575,565,0.649389714846691,485,356,315,-1,-1,-1,-1,0.4155,0.3789,1.0859,1.1601,0.4805
689,140000,2014-07-01,2015-03-01 00:00:00,embedded engineer,Noida,m,1992-09-15,60.0,StateBoard,2009,64.0,StateBoard,2,B.Tech/B.E.,EC,70.0,81,0,Uttar Pradesh,2014,360,480,260,0.112139438207403,-1,228,-1,-1,-1,-1,-1,0.2718,-0.4536,0.7785,-0.2344,-0.6692
690,440000,2013-10-01,2015-04-01 00:00:00,software developer,Gurgaon,f,1989-12-02,83.16,CISCE,2007,77.0,CBSE,1,M.Tech./M.E.,EC,99.93,10950,0,Punjab,2013,535,595,620,0.376059586651545,455,300,-1,-1,-1,313,-1,0.8463,-0.6201,-0.7585,-0.995,-0.2859
691,400000,2012-01-01,2014-06-01 00:00:00,software engineer,Bangalore,f,1989-07-12,91.0,StateBoard,2007,83.0,StateBoard,2,B.Tech/B.E.,CS,78.0,1461,0,Karnataka,2011,525,595,365,0.793580614548506,495,-1,-1,-1,-1,-1,-1,-0.5719,-1.6833,-1.7954,1.0024,-0.6035
692,325000,2015-01-01,present,system engineer,Pune,m,1993-07-31,71.32,StateBoard,2010,75.69,StateBoard,2,B.Tech/B.E.,ME,72.6,165,1,Rajasthan,2014,485,435,445,0.535862819499896,-1,-1,-1,393,-1,-1,-1,0.8463,0.3789,1.2396,1.5404,0.2889
693,220000,2014-09-01,present,service and sales engineer,Delhi,m,1991-08-01,73.6,CBSE,2009,61.2,CBSE,2,B.Tech/B.E.,EC,67.34,1982,0,Uttar Pradesh,2014,430,415,470,0.207392169717661,-1,260,-1,-1,-1,-1,-1,0.4155,0.3789,0.3174,-0.7415,-0.0943
694,400000,2011-12-01,present,programmer analyst,Gurgaon,m,1990-02-10,77.8,CBSE,2007,75.9,CBSE,2,B.Tech/B.E.,CS,69.72,72,0,Uttar Pradesh,2011,655,485,605,0.793580614548506,495,-1,-1,-1,-1,-1,-1,0.3555,0.1888,0.8171,-0.0552,-0.4455
695,105000,2014-09-01,2015-01-01 00:00:00,customer service,Unknown,m,1994-12-11,61.6,StateBoard,2010,79.0,StateBoard,2,B.Tech/B.E.,CS,78.1,429,0,Uttar Pradesh,2014,440,500,425,0.911395278391328,385,-1,500,-1,-1,-1,-1,-0.4463,0.8784,0.3174,0.7798,0.2889
696,320000,2013-08-01,present,software engineer,Bangalore,m,1991-09-04,61.8,StateBoard,2008,55.02,StateBoard,2,B.Tech/B.E.,CS,73.0,2353,0,Orissa,2013,415,440,515,0.23780283983757,465,-1,315,-1,-1,-1,-1,-0.0154,-0.4536,-0.1437,-0.995,0.2889
697,380000,2012-04-01,2015-04-01 00:00:00,java developer,Pune,f,1989-12-08,85.06,StateBoard,2007,77.5,StateBoard,2,B.Tech/B.E.,IT,69.32,974,0,Maharashtra,2011,485,475,495,0.735795709224656,475,-1,-1,-1,-1,-1,-1,1.59199999999999,0.5008,-1.5051,-1.7004,1.2923
698,300000,2014-08-01,present,project engineer,Unknown,m,1992-11-21,91.71,CISCE,2010,88.83,CISCE,2,B.Tech/B.E.,EC,75.0,377,0,Uttar Pradesh,2014,545,540,860,0.493596387301038,525,324,253,-1,-1,-1,-1,1.1336,1.0449,0.7785,-0.8682,0.8637
699,320000,2010-07-01,2014-11-01 00:00:00,engineer,Sonepat,m,1986-10-07,76.0,CISCE,2004,78.0,CISCE,2,B.Tech/B.E.,ME,64.25,350,0,Uttar Pradesh,2010,545,445,535,-1.0,335,-1,-1,-1,-1,-1,-1,-1.6538,-1.3713,0.0914,0.8848,-1.3934
700,205000,2012-12-01,2015-03-01 00:00:00,quality analyst,Pune,m,1991-03-20,75.46,Unknown,2008,75.5,Unknown,2,B.Tech/B.E.,EC,60.99,1881,0,Maharashtra,2012,360,495,500,0.910770164246022,-1,433,-1,-1,-1,-1,-1,0.5591,-0.6201,0.6248,-0.4879,0.0973
701,375000,2011-10-01,2014-01-01 00:00:00,system engineer,Hyderabad,f,1990-01-29,90.6,StateBoard,2007,92.3,StateBoard,2,B.Tech/B.E.,EC,78.07,2818,1,Telangana,2011,625,545,605,0.0587928000083534,445,200,-1,-1,-1,420,-1,0.2009,0.6568,-0.7794,-0.0552,0.9763
702,320000,2015-02-01,2015-04-01 00:00:00,system engineer,Mysore,m,1991-03-24,87.0,CBSE,2009,66.0,CBSE,2,B.Tech/B.E.,CS,63.74,9737,0,Uttar Pradesh,2014,710,495,535,0.953899775079926,445,-1,530,-1,-1,-1,-1,-1.1644,0.8784,1.1804,-2.5047,-0.4776
703,210000,2014-09-01,2015-04-01 00:00:00,telecom support engineer,Ghaziabad,m,1993-12-06,74.8,CBSE,2010,63.4,CBSE,2,B.Tech/B.E.,EC,68.28,18103,0,Uttar Pradesh,2014,510,450,455,0.0587928000083534,325,200,-1,-1,-1,286,-1,-0.4463,-0.2871,0.1637,2.1743,0.4805
704,375000,2014-01-01,present,software engineer,Hyderabad,f,1992-03-07,69.0,CBSE,2009,72.2,CBSE,2,B.Tech/B.E.,CS,69.78,7542,1,Delhi,2013,370,500,455,0.704090412131314,465,-1,-1,-1,-1,-1,-1,0.5591,0.2124,-0.4511,-1.3753,0.6721
705,225000,2014-08-01,2015-03-01 00:00:00,entry level management trainee,Noida,f,1991-11-15,72.2,CBSE,2010,67.2,StateBoard,2,B.Tech/B.E.,IT,70.2,184,0,Uttar Pradesh,2014,430,530,320,0.450876584483451,395,-1,-1,-1,-1,-1,-1,0.2718,-0.6201,-1.527,-0.8682,-0.4776
706,350000,2010-09-01,present,design engineer,Pantnagar,m,1986-08-15,67.4,CBSE,2005,62.3,CBSE,2,B.Tech/B.E.,EC,64.5,83,0,Uttar Pradesh,2010,465,465,485,0.124502074009537,405,233,-1,-1,-1,-1,-1,-0.5719,0.0328,-1.7954,1.2374,1.4502
707,220000,2011-06-01,2014-03-01 00:00:00,software developer,Pune,m,1985-11-24,77.4,StateBoard,2007,72.48,StateBoard,2,B.Tech/B.E.,IT,54.75,472,1,Maharashtra,2010,415,475,455,0.884122511593735,535,-1,-1,-1,-1,-1,-1,-0.5719,-0.5913,-0.7794,-0.5253,0.3444
708,105000,2014-09-01,2015-03-01 00:00:00,android developer,Indore,f,1991-04-18,84.4,StateBoard,2009,79.8,StateBoard,2,B.Tech/B.E.,EC,75.15,5722,0,Madhya Pradesh,2013,440,530,450,-1.0,-1,-1,-1,-1,-1,-1,-1,0.1282,0.2124,-0.1437,0.1459,0.4805
709,360000,2012-07-01,2014-07-01 00:00:00,project engineer,Gurgaon,m,1990-03-25,75.6,CBSE,2007,59.2,CBSE,2,B.Tech/B.E.,EC,66.5,75,0,Uttar Pradesh,2012,515,465,625,0.538386892985096,-1,333,-1,-1,-1,260,-1,-0.4173,0.9688,0.672,-1.5828,0.0284
710,395000,2010-08-01,2012-03-01 00:00:00,engineer- customer support,Siliguri,m,1986-08-12,79.6,StateBoard,2004,72.8,StateBoard,2,B.Tech/B.E.,ME,75.2,2253,0,Orissa,2010,475,565,645,0.971663490820888,325,-1,-1,553,-1,-1,-1,-0.2628,0.0328,1.1074,-0.1727,0.3444
711,345000,2012-07-01,present,programmer analyst,Unknown,m,1989-12-25,80.8,CBSE,2007,77.4,CBSE,2,B.Tech/B.E.,CS,60.86,494,1,Maharashtra,2011,495,545,545,0.864685413370085,525,-1,-1,-1,-1,-1,-1,0.3555,0.0328,-0.4891,-0.0552,-0.4455
712,400000,2010-11-01,2013-09-01 00:00:00,programmer analyst,Kochi/Cochin,m,1986-02-08,91.0,Unknown,2003,73.0,Unknown,2,MCA,CS,85.0,1310,0,Kerala,2010,555,445,485,0.916869961103619,555,-1,-1,-1,-1,-1,-1,0.8192,1.4368,-0.0537,-1.8179,0.8183
713,315000,2013-11-01,present,senior software engineer,Unknown,m,1991-12-22,82.5,CBSE,2009,85.0,StateBoard,2,B.Tech/B.E.,IT,75.0,11352,1,Tamil Nadu,2013,545,485,530,0.600057182338341,435,-1,-1,-1,-1,-1,-1,0.1282,-1.9521,-0.6048,0.653,0.6721
714,180000,2014-05-01,2015-04-01 00:00:00,network engineer,Noida,m,1991-03-19,75.0,CBSE,2009,60.13,CBSE,2,B.Tech/B.E.,EC,67.57,13344,0,Uttar Pradesh,2014,525,460,390,0.783303536670298,-1,388,-1,-1,-1,292,-1,1.5644,0.0459,0.01,0.2727,0.8637
715,200000,2014-06-01,2015-01-01 00:00:00,cloud engineer,Bangalore,m,1991-02-17,79.2,StateBoard,2008,59.0,StateBoard,2,M.Tech./M.E.,CS,73.0,6575,1,Karnataka,2014,395,505,334,0.525922584252055,415,-1,-1,-1,-1,-1,-1,1.4374,0.5008,-0.3803,0.6498,0.6603
716,240000,2011-06-01,present,electrical project engineer,Mumbai,m,1988-05-17,65.0,StateBoard,2005,50.0,StateBoard,2,B.Tech/B.E.,EL,60.0,3144,1,Tamil Nadu,2010,405,345,365,0.538386892985096,135,333,-1,-1,-1,-1,-1,0.3555,0.6568,0.5269,0.7673,0.5024
717,225000,2015-01-01,2015-05-01 00:00:00,electrical field engineer,Chennai,m,1990-09-07,77.0,StateBoard,2009,81.1,StateBoard,2,B.Tech/B.E.,EL,76.2,495,1,Telangana,2013,415,525,650,0.966006923498049,425,166,-1,-1,580,-1,-1,-1.0208,-0.4536,-0.4511,0.9066,-2.3937
718,300000,2014-05-01,2015-03-01 00:00:00,graduate engineer trainee,Mumbai,f,1989-07-09,69.0,StateBoard,2007,69.83,StateBoard,2,B.Tech/B.E.,EL,63.83,7464,0,Maharashtra,2012,395,495,400,0.423951396376433,-1,388,-1,-1,388,-1,-1,-0.159,-0.7866,1.547,-1.3753,0.4805
719,500000,2011-06-01,2014-09-01 00:00:00,java software engineer,Hyderabad,m,1990-01-26,90.3,StateBoard,2007,94.3,StateBoard,2,B.Tech/B.E.,EC,76.06,1428,1,Telangana,2011,325,355,595,0.824666400671332,385,400,-1,-1,-1,340,-1,1.7465,0.5008,1.8331,-0.7603,1.2923
720,280000,2012-07-01,present,senior php developer,Mohali,f,1989-10-09,79.0,CISCE,2008,74.6,CBSE,2,B.Tech/B.E.,CS,71.2,5232,0,Haryana,2012,525,435,505,0.488347976782714,405,-1,-1,-1,-1,-1,-1,-1.4606,-1.0593,-0.344,1.1492,-2.3412
721,355000,2013-07-01,2014-09-01 00:00:00,java developer,Mumbai,m,1991-12-10,86.15,StateBoard,2009,83.33,StateBoard,2,B.Tech/B.E.,CS,70.56,5111,0,Maharashtra,2013,660,410,810,0.942116551485008,575,-1,-1,-1,-1,-1,-1,-1.4517,-1.1196,0.6248,0.0192,-2.9686
722,345000,2015-01-01,present,maintenance engineer,Bangalore,m,1991-01-25,64.7,CISCE,2009,61.0,CISCE,2,B.Tech/B.E.,EC,73.0,11166,0,West Bengal,2014,500,455,405,0.338786347219528,345,292,-1,-1,-1,-1,-1,-0.3027,1.0449,0.01,-2.3895,1.6302
723,420000,2013-11-01,present,software engineer,Pune,m,1991-10-02,74.0,StateBoard,2008,72.6,StateBoard,2,B.Tech/B.E.,CS,83.0,1206,0,Karnataka,2013,605,460,595,0.356536487724475,525,-1,346,-1,-1,-1,-1,0.2718,0.2124,1.547,-1.1218,0.8637
724,215000,2013-01-01,2014-11-01 00:00:00,software engineer,Noida,m,1991-04-04,80.0,CBSE,2008,63.4,CBSE,2,B.Tech/B.E.,CS,69.71,5232,0,Haryana,2012,505,495,395,0.765673581234011,485,-1,-1,-1,-1,-1,-1,0.2318,-1.2153,-0.1988,0.3756,0.3444
725,1025000,2014-06-01,2015-07-01 00:00:00,branch manager,Bangalore,f,1993-12-02,85.0,StateBoard,2011,70.0,StateBoard,2,B.Tech/B.E.,CS,73.0,16605,0,Tamil Nadu,2015,370,370,285,0.356536487724475,105,-1,346,-1,-1,-1,-1,-1.1644,-1.7856,-0.7585,0.9066,-2.5853
726,480000,2013-07-01,2015-04-01 00:00:00,java software engineer,Mumbai ,f,1991-12-24,85.0,StateBoard,2009,88.0,CBSE,2,B.Tech/B.E.,IT,85.0,57,0,Haryana,2013,495,445,605,0.765673581234011,485,-1,-1,-1,-1,-1,-1,-1.9629,-2.1903,-2.775,0.4148,-0.4455
727,450000,2012-08-01,present,java software engineer,Hyderabad,f,1990-09-11,85.6,StateBoard,2008,89.8,StateBoard,2,B.Tech/B.E.,IT,75.8,1450,1,Telangana,2012,465,455,455,0.974396112538398,615,-1,-1,-1,-1,-1,-1,-1.1901,-0.1232,-0.6343,0.0623,-0.8799
728,100000,2013-11-01,2014-04-01 00:00:00,software developer,Unknown,f,1991-11-12,75.6,StateBoard,2009,81.3,CBSE,2,B.Tech/B.E.,CS,76.56,75,0,Uttar Pradesh,2017,555,415,515,0.793580614548506,495,-1,-1,-1,-1,-1,-1,1.1336,-0.1206,-1.527,-0.4879,1.4386
729,775000,2012-05-01,present,business analyst consultant,Hyderabad,m,1989-09-07,69.7,CISCE,2006,82.02,CISCE,2,B.Tech/B.E.,EC,70.2,83,0,Uttar Pradesh,2010,665,495,514,0.824666400671332,435,400,-1,-1,-1,-1,-1,-0.5719,0.8128,-0.344,-0.9953,0.5024
730,250000,2014-06-01,present,quality associate,Unknown,m,1991-09-07,75.0,CBSE,2009,60.0,CBSE,2,B.Tech/B.E.,EC,56.0,6566,1,Karnataka,2014,640,570,635,0.649389714846691,-1,356,-1,-1,-1,-1,-1,0.2718,1.5444,0.9322,-0.4879,0.0973
731,350000,2012-04-01,2015-04-01 00:00:00,programmer analyst,Pune,m,1988-11-23,81.0,CBSE,2006,71.0,CBSE,2,B.Tech/B.E.,CS,68.0,1736,0,Rajasthan,2011,575,544,524,0.864685413370085,525,-1,-1,-1,-1,-1,-1,0.0464,0.3448,-1.0697,-0.1727,0.0284
732,450000,2010-06-01,present,.net developer,Chennai,m,1989-08-23,90.6,Unknown,2006,91.3,Unknown,2,B.Tech/B.E.,CS,78.56,4554,0,Tamil Nadu,2010,485,495,535,0.563267823666597,425,-1,-1,-1,-1,-1,-1,0.9737,0.8128,0.2366,0.8848,-0.1295
733,470000,2011-07-01,2013-07-01 00:00:00,software developer,Mumbai,m,1989-12-01,82.33,Unknown,2008,76.89,Unknown,2,B.Tech/B.E.,IT,55.89,1329,1,Maharashtra,2011,515,615,695,0.916869961103619,555,-1,-1,-1,-1,-1,-1,-0.4173,0.6568,-0.0537,-0.9953,-1.8673
734,300000,2015-06-01,2015-06-01 00:00:00,software engineer,Noida,m,1993-04-09,88.0,CBSE,2011,82.0,CBSE,2,B.Tech/B.E.,CS,68.11,387,0,Uttar Pradesh,2015,475,540,450,0.622642915849938,435,-1,407,-1,-1,-1,-1,-0.159,-0.4536,-0.2974,0.5262,-1.0524
735,315000,2015-01-01,present,software engineer,Hyderabad,m,1991-06-10,72.0,CBSE,2009,68.4,CBSE,2,B.Tech/B.E.,IT,67.84,51,0,Uttar Pradesh,2014,650,470,680,0.998876108102859,635,-1,653,-1,-1,-1,-1,-0.159,-0.1206,-0.1437,-1.6289,0.2889
